ring_id,vertex_id,x,y
0,0,-1516367.498,-316201.5206
0,1,-1516527.273,-318925.8155
0,2,-1515676.714,-320453.7756
0,3,-1513118.34,-321851.5076
0,4,-1509926.816,-322840.6
0,5,-1508931.715,-326509.2205
0,6,-1509190.289,-323135.4927
0,7,-1515212.155,-320608.0275
0,8,-1516505.394,-318715.345
0,9,-1515947.257,-316184.8715
0,10,-1518143.578,-315537.012
0,11,-1518180.796,-311033.8283
0,12,-1522778.898,-310349.3126
0,13,-1520973.581,-306057.2217
0,14,-1523089.065,-303914.1536
0,15,-1521931.778,-300979.3532
0,16,-1522097.566,-296576.8774
0,17,-1523458.587,-298138.7737
0,18,-1523786.499,-301806.5706
0,19,-1527527.135,-301518.0421
0,20,-1530626.483,-305693.2071
0,21,-1531576.543,-305764.2416
0,22,-1537273.974,-311941.1907
0,23,-1538675.418,-318673.6416
0,24,-1545606.151,-319951.3518
0,25,-1545853.093,-317654.3884
0,26,-1548321.39,-318055.0194
0,27,-1547225.834,-314294.7215
0,28,-1549928.272,-312805.4317
0,29,-1549396.344,-309070.0052
0,30,-1554716.805,-300134.9522
0,31,-1554754.551,-294770.8318
0,32,-1552895.899,-290752.2782
0,33,-1550419.052,-279695.4389
0,34,-1543996.188,-272112.8076
0,35,-1545036.361,-266069.2237
0,36,-1543293.055,-263191.1091
0,37,-1542939.769,-256982.0171
0,38,-1545075.601,-262216.4587
0,39,-1544411.779,-263869.6115
0,40,-1545482.741,-265498.3001
0,41,-1549450.445,-259537.365
0,42,-1550194.526,-260614.8126
0,43,-1546934.723,-268494.9684
0,44,-1551807.183,-275373.8441
0,45,-1555741.173,-278351.9029
0,46,-1554646.832,-285670.6274
0,47,-1556297.635,-290595.9893
0,48,-1559572.183,-294732.1805
0,49,-1560449.427,-299596.7572
0,50,-1565563.167,-297977.2933
0,51,-1572314.902,-298004.5932
0,52,-1575509.352,-299971.0211
0,53,-1576255.227,-296996.9451
0,54,-1581490.491,-299137.8741
0,55,-1581823.638,-296411.2153
0,56,-1584372.805,-296592.4232
0,57,-1583464.5,-298349.1493
0,58,-1585556.282,-298940.1439
0,59,-1585902.153,-296794.2589
0,60,-1587999.299,-299151.8926
0,61,-1598999.317,-295391.166
0,62,-1594356.261,-298217.4863
0,63,-1592041.921,-303699.7008
0,64,-1593417.117,-306028.7523
0,65,-1590443.096,-310434.3821
0,66,-1587833.455,-309030.3312
0,67,-1587501.152,-310855.0856
0,68,-1585483.966,-309071.946
0,69,-1586443.911,-304626.9257
0,70,-1581679.675,-303065.0502
0,71,-1576715.448,-298865.3355
0,72,-1575462.466,-300827.7436
0,73,-1571914.856,-298660.9569
0,74,-1569489.374,-298883.4456
0,75,-1567152.39,-305490.3642
0,76,-1564215.442,-308267.7956
0,77,-1565014.88,-312219.3558
0,78,-1560814.15,-308959.1212
0,79,-1560890.749,-305806.6396
0,80,-1559146.241,-308250.3085
0,81,-1557923.03,-304695.2152
0,82,-1555428.675,-304406.5133
0,83,-1552411.575,-309825.4737
0,84,-1554031.363,-310494.55
0,85,-1554255.677,-314936.8382
0,86,-1549821.979,-316960.0584
0,87,-1547755.191,-320763.8724
0,88,-1540586.746,-319439.1112
0,89,-1536944.08,-321022.5009
0,90,-1537029.248,-318897.502
0,91,-1533778.101,-314247.3071
0,92,-1533375.754,-311535.1126
0,93,-1528266.918,-302926.311
0,94,-1523197.546,-303463.4171
0,95,-1522655.75,-307220.01
0,96,-1523979.813,-311440.3985
0,97,-1518319.523,-311099.2495
0,98,-1518382.403,-315552.112
Total signed area in input: 5.540650e+08
Total signed area in output: 5.540650e+08
Total areal displacement: 2.448698e+08
