ring_id,vertex_id,x,y
0,13512,-1736829.858,-626312.5304
0,16964,-1736222.348,-626356.8707
0,15396,-1735508.692,-625428.938
0,15395,-1735224.7,-624094.2982
0,17019,-1734571.2,-624224.3463
0,15497,-1733418.678,-623084.9759
0,16187,-1733161.218,-621864.5702
0,17056,-1732283.003,-622051.7343
0,17075,-1732311.852,-620243.3529
0,16947,-1731587.904,-621227.2358
0,17025,-1730498.253,-620544.662
0,16825,-1730492.691,-619888.7409
0,16935,-1728171.185,-620323.5139
0,16960,-1727793.219,-618662.1181
0,17108,-1729276.089,-618646.1312
0,17109,-1729288.82,-618132.7263
0,16816,-1727716.322,-618655.7717
0,17072,-1729111.864,-617685.7381
0,16955,-1728891.5,-616112.6799
0,16954,-1728778.565,-617854.3461
0,17062,-1727641.185,-618610.2632
0,17101,-1726032.894,-617066.2984
0,17047,-1725632.452,-614745.5287
0,17070,-1726316.477,-615361.7435
0,16822,-1726266.155,-616194.3234
0,17055,-1727084.626,-616702.6887
0,17095,-1726223.091,-614066.1661
0,16916,-1726251.931,-610563.1475
0,17006,-1726789.98,-607145.4096
0,17063,-1727877.249,-603884.5442
0,16991,-1729310.511,-601615.6926
0,16882,-1730504.244,-601378.2867
0,17073,-1731567.681,-599517.1685
0,17060,-1733572.883,-598740.6152
0,17059,-1735087.823,-598666.0188
0,17078,-1735521.05,-599401.5381
0,17076,-1738330.08,-597492.5743
0,17065,-1740869.423,-593756.0063
0,17087,-1742984.082,-589097.3302
0,17086,-1743502.789,-585892.9287
0,17085,-1745896.251,-582871.9032
0,16971,-1747511.505,-579383.1432
0,16641,-1747836.745,-579019.9957
0,16901,-1748206.322,-577644.2032
0,17016,-1749345.29,-576613.5948
0,17000,-1749746.08,-575680.3446
0,16858,-1750857.498,-575014.9009
0,16165,-1752305.905,-574918.5009
0,17050,-1754442.918,-574276.7086
0,17074,-1756083.99,-574498.4869
0,16995,-1758792.922,-573141.549
0,16992,-1759926.704,-573936.7467
0,16710,-1759664.393,-574758.4964
0,16715,-1759880.157,-575638.8795
0,17080,-1761662.463,-574991.8376
0,17084,-1762942.328,-576999.8459
0,17068,-1762562.487,-578997.3945
0,17104,-1760780.58,-580691.0765
0,16994,-1760529.362,-583802.544
0,16993,-1760926.522,-585096.2333
0,16990,-1760613.843,-587451.3638
0,16921,-1761008.271,-587647.3589
0,16949,-1760804.024,-588474.0157
0,16937,-1759117.828,-590662.526
0,17107,-1758674.048,-592165.8624
0,17105,-1756658.821,-593963.1088
0,17030,-1754333.388,-598276.5693
0,16755,-1754570.026,-598934.5475
0,17082,-1753544.178,-600532.5791
0,17052,-1753277.857,-601847.6941
0,17028,-1752168.11,-601952.2671
0,16621,-1751914.857,-602723.0451
0,16663,-1751174.551,-603479.9366
0,17011,-1750349.531,-605156.9564
0,17053,-1751411.627,-606635.2853
0,17091,-1749855.556,-607930.2079
0,17110,-1749343.522,-611183.1145
0,17017,-1748566.99,-614806.4482
0,17051,-1749022.911,-617316.3206
0,17057,-1747681.382,-617477.3163
0,16843,-1746649.234,-619658.0983
0,16946,-1746665.968,-620512.9075
0,17022,-1745848.081,-621035.2945
0,16908,-1745780.446,-623193.4954
0,15839,-1744518.732,-623505.8396
0,16485,-1744846.218,-625081.0498
0,16780,-1744425.895,-625361.3149
0,16608,-1744518.202,-625789.9996
0,16985,-1743109.274,-627347.8581
0,16988,-1741431.978,-627488.1127
0,17012,-1740405.245,-629016.4618
0,17083,-1738560.233,-628730.4488
0,16877,-1737608.88,-627090.1306
0,16677,-1738200.616,-626555.5578
0,17096,-1738035.779,-624295.9507
0,17034,-1737278.795,-625340.0936
0,17033,-1738022.251,-625483.8683
0,16746,-1737324.163,-627195.5246
0,16570,-1737037.703,-627140.9007
Total signed area in input: 9.432032e+08
Total signed area in output: 9.432032e+08
Total areal displacement: 1.493720e+07
