ring_id,vertex_id,x,y
0,0,99.875026039496632,4.9979169270678332
0,1,98.904218965699101,14.763315033726206
0,2,96.980910196716124,24.386534346160868
0,3,94.123622247380496,33.774898001806278
0,4,90.359872362596832,42.83799092645696
0,5,85.725907511230545,51.488530580857962
0,6,80.266355307983176,59.643207539271401
0,7,74.033794225066814,67.223487804787879
0,8,67.088247232774378,74.156369134647775
0,9,59.496603745463872,80.375084091746089
0,10,51.331975439932563,85.81974305155056
0,11,42.672992150002557,90.437910971924936
0,12,33.603044618237611,94.185112371248636
0,13,24.209481397506309,97.025259651617503
0,14,14.582767636668317,98.931000642139168
0,15,4.8156138517375249,99.883982015290883
0,16,-4.9979169270678314,99.875026039496632
0,17,-14.763315033726215,98.904218965699101
0,18,-24.386534346160865,96.980910196716124
0,19,-33.774898001806271,94.12362224738051
0,20,-42.837990926456939,90.359872362596846
0,21,-51.488530580857947,85.72590751123056
0,22,-59.643207539271359,80.266355307983204
0,23,-67.223487804787851,74.033794225066828
0,24,-74.156369134647761,67.088247232774407
0,25,-80.375084091746075,59.496603745463887
0,26,-85.81974305155056,51.331975439932563
0,27,-90.437910971924921,42.672992150002578
0,28,-94.185112371248621,33.603044618237639
0,29,-97.025259651617503,24.209481397506337
0,30,-98.931000642139153,14.582767636668367
0,31,-99.883982015290883,4.8156138517375533
0,32,-99.875026039496632,-4.997916927067803
0,33,-98.904218965699116,-14.763315033726187
0,34,-96.980910196716124,-24.386534346160861
0,35,-94.12362224738051,-33.774898001806243
0,36,-90.359872362596846,-42.837990926456932
0,37,-85.72590751123056,-51.48853058085794
0,38,-80.266355307983204,-59.643207539271359
0,39,-74.033794225066842,-67.223487804787837
0,40,-67.088247232774407,-74.156369134647747
0,41,-59.496603745463929,-80.375084091746047
0,42,-51.331975439932563,-85.81974305155056
0,43,-42.672992150002585,-90.437910971924921
0,44,-33.603044618237682,-94.185112371248607
0,45,-24.209481397506345,-97.025259651617503
0,46,-14.582767636668374,-98.931000642139153
0,47,-4.8156138517375151,-99.883982015290883
0,48,4.9979169270677968,-99.875026039496632
0,49,14.763315033726137,-98.904218965699116
0,50,24.386534346160854,-96.980910196716124
0,51,33.774898001806235,-94.123622247380524
0,52,42.837990926456968,-90.359872362596832
0,53,51.48853058085794,-85.72590751123056
0,54,59.643207539271344,-80.266355307983218
0,55,67.223487804787879,-74.033794225066814
0,56,74.156369134647747,-67.088247232774407
0,57,80.375084091746047,-59.496603745463929
0,58,85.819743051550546,-51.331975439932577
0,59,90.437910971924921,-42.672992150002592
0,60,94.185112371248607,-33.603044618237696
0,61,97.025259651617489,-24.209481397506348
0,62,98.931000642139153,-14.582767636668379
0,63,99.883982015290883,-4.8156138517375213
