ring_id,vertex_id,x,y
0,0,-1321656.031,262058.1849
0,1,-1314772.222,260656.3055
0,2,-1313898.299,260977.8191
0,3,-1297505.542,257585.0274
0,4,-1296811.93,256982.9985
0,5,-1294412.869,256468.1457
0,6,-1293342,258441.9837
0,7,-1295184.735,264104.933
0,8,-1291504.082,269541.9063
0,9,-1294701.578,272491.0258
0,10,-1294155.276,279057.4736
0,11,-1297055.993,282882.3559
0,12,-1301286.116,281841.2373
0,13,-1306686.814,290530.4276
0,14,-1310914.647,301012.5589
0,15,-1307559.865,304143.6225
0,16,-1308751.845,307653.8081
0,17,-1304231.902,309467.4938
0,18,-1307944.917,314904.6093
0,19,-1309727.86,315489.4226
0,20,-1309783.039,316953.9453
0,21,-1314781.468,314645.3496
0,22,-1313860.219,313835.0773
0,23,-1320120.843,310750.5238
0,24,-1320482.719,309426.6232
0,25,-1325913.532,303577.2864
0,26,-1327032.84,289072.0308
0,27,-1328487.488,283332.138
0,28,-1327398.163,280840.5261
0,29,-1329086.608,276582.4596
0,30,-1326528.662,271408.8581
0,31,-1321554.478,265262.2039
0,32,-1322358.972,262189.5653
0,33,-1320771.218,259731.2948
0,34,-1318565.048,247374.2145
0,35,-1319469.149,236977.315
0,36,-1316541.333,235045.9915
0,37,-1319499.092,235356.1859
0,38,-1315122.83,228822.9087
0,39,-1312094.117,235581.074
0,40,-1306905.124,242165.7954
0,41,-1302555.214,241647.6684
0,42,-1304634.244,237874.4763
0,43,-1302060.848,231994.5219
0,44,-1303959.203,232190.8181
0,45,-1303056.534,229833.6992
0,46,-1303695.031,227646.2617
0,47,-1304109.968,227838.273
0,48,-1305071.651,225516.27
0,49,-1303378.035,222558.4599
0,50,-1300942.971,224035.6354
0,51,-1299315.136,207282.5047
0,52,-1295356.181,200093.0505
0,53,-1290400.555,198300.625
0,54,-1295124.006,199213.378
0,55,-1296467.385,190515.3583
0,56,-1282990.866,195171.0148
0,57,-1275602.293,202458.4848
0,58,-1273875.833,207282.9146
0,59,-1277023.725,209341.1008
0,60,-1278860.409,212156.5571
0,61,-1279690.967,216238.8706
0,62,-1279464.9,217923.8357
0,63,-1281073.135,222325.7204
0,64,-1278274.954,230480.8696
0,65,-1281575.298,231630.5055
0,66,-1273955.995,237692.4238
0,67,-1269318.794,236889.6868
0,68,-1272426.008,241117.4894
0,69,-1272274.287,242368.2466
0,70,-1276738.278,250374.2892
0,71,-1276025.74,252852.5405
0,72,-1278363.636,259139.0988
0,73,-1281535.544,260754.3358
0,74,-1277147.57,266232.3283
0,75,-1275655.491,265937.4638
0,76,-1272634.662,270048.9006
0,77,-1265482.447,268578.4544
0,78,-1256665.615,274777.0367
0,79,-1264209.168,275507.679
0,80,-1268820.952,272740.6401
0,81,-1272242.231,273795.9674
0,82,-1276075.865,269871.3936
0,83,-1279173.327,279726.4263
0,84,-1281747.403,277066.4928
0,85,-1283216.847,281702.7765
0,86,-1273764.056,287314.3849
0,87,-1284087.92,281881.5298
0,88,-1283444.834,275192.3598
0,89,-1286031.878,271395.0792
0,90,-1284889.876,269836.5544
0,91,-1284080.135,259616.2949
0,92,-1289265.978,254407.373
0,93,-1296924.295,256989.6129
0,94,-1297467.202,257502.3888
0,95,-1313918.214,260902.6589
0,96,-1314742.343,260591.0162
0,97,-1320618.586,261802.1655
0,98,-1321663.308,261995.6334
Total signed area in input: 3.406772e+09
Total signed area in output: 3.406772e+09
Total areal displacement: 1.621012e+08
